"PROTEIN","SYMBOL","ENTREZID"
"9606.ENSP00000218176","KCND1","29945"
"9606.ENSP00000218197","SLC25A14","51433"
"9606.ENSP00000218224","PQBP1","51434"
"9606.ENSP00000218230","PCSK1N","283"
"9606.ENSP00000218249","RAB40AL","23357"
"9606.ENSP00000218316","GPR50","90806"
"9606.ENSP00000218340","RP2","284"
"9606.ENSP00000218343","PHF16","285"
"9606.ENSP00000260113","PI15","51378"
"9606.ENSP00000218348","USP11","9068"
"9606.ENSP00000218364","HTATSF1","23452"
"9606.ENSP00000218388","TIMP1","27329"
"9606.ENSP00000218436","ITIH6","51129"
"9606.ENSP00000218439","MAGED2","253935"
"9606.ENSP00000218516","GLA","83854"
"9606.ENSP00000218548","ATP12A","10218"
"9606.ENSP00000218652","NDFIP2","647589"
"9606.ENSP00000218721","MLNR","286"
"9606.ENSP00000218758","ACP5","287"
"9606.ENSP00000218867","SGCG","288"
"9606.ENSP00000218894","FAM48A","150709"
"9606.ENSP00000271417","ILDR2","348094"
"9606.ENSP00000219022","OLFM4","728780"
"9606.ENSP00000219054","ACSM2A","162282"
"9606.ENSP00000219066","NTHL1","51479"
"9606.ENSP00000219069","ZNF263","56172"
"9606.ENSP00000219070","MMP2","54882"
"9606.ENSP00000219091","ZNF205","54467"
"9606.ENSP00000219097","ORC6","255239"
"9606.ENSP00000219139","C16orf70","126549"
"9606.ENSP00000219150","CORO1A","23141"
"9606.ENSP00000219162","MT4","51281"
"9606.ENSP00000219168","LYRM1","57037"
"9606.ENSP00000219660","AQP8","57763"
"9606.ENSP00000260116","TTPA","27063"
"9606.ENSP00000219169","NUTF2","55608"
"9606.ENSP00000219172","CENPT","29123"
"9606.ENSP00000219197","CBLN1","23253"
"9606.ENSP00000219204","ARL2BP","88455"
"9606.ENSP00000219207","PLLP","124930"
"9606.ENSP00000219235","CCL22","81573"
"9606.ENSP00000219240","DHODH","338692"
"9606.ENSP00000219244","CCL17","54522"
"9606.ENSP00000219689","USP31","26057"
"9606.ENSP00000222005","CDC37","253650"
"9606.ENSP00000219252","POLR2C","441459"
"9606.ENSP00000219255","PARD6A","26287"
"9606.ENSP00000219271","MMP15","84210"
"9606.ENSP00000219281","USB1","441430"
"9606.ENSP00000219299","CCDC113","441425"
"9606.ENSP00000219301","PRSS54","728747"
"9606.ENSP00000219302","NME3","118932"
"9606.ENSP00000219313","PSMD7","200539"
"9606.ENSP00000219315","SETD6","170961"
"9606.ENSP00000219320","SLC38A7","22852"
"9606.ENSP00000219334","SMPD3","84079"
"9606.ENSP00000219343","SLC7A6","23243"
"9606.ENSP00000219345","PLA2G15","147463"
"9606.ENSP00000219368","FA2H","91074"
"9606.ENSP00000219400","CMC2","374860"
"9606.ENSP00000219406","PDIA2","554226"
"9606.ENSP00000219409","ARHGDIG","256006"
"9606.ENSP00000219431","MPG",NA
"9606.ENSP00000219439","HSDL1","341405"
"9606.ENSP00000219454","WFDC1","651746"
"9606.ENSP00000219473","USP10","284615"
"9606.ENSP00000220562","EXTL3","340120"
"9606.ENSP00000220584","FDFT1","390616"
"9606.ENSP00000240335","TBX4","148741"
"9606.ENSP00000219476","TSC2","375248"
"9606.ENSP00000219478","ZNF500","84832"
"9606.ENSP00000219479","NME4","400986"
"9606.ENSP00000219481","DECR2","353322"
"9606.ENSP00000219548","STUB1","51239"
"9606.ENSP00000219551","RHBDL1","91369"
"9606.ENSP00000219593","ZP2","338699"
"9606.ENSP00000219596","MEFV","91526"
"9606.ENSP00000219599","CRYM","339416"
"9606.ENSP00000219611","SOLH","157567"
"9606.ENSP00000221327","ZNF180","54851"
"9606.ENSP00000219700","HMOX2",NA
"9606.ENSP00000219746","TOX3","57182"
"9606.ENSP00000219782","MAZ","283373"
"9606.ENSP00000219789","CDIPT","79998"
"9606.ENSP00000219794","BCKDK","129138"
"9606.ENSP00000219833","SLC6A2","79722"
"9606.ENSP00000219837","C16orf88","22881"
"9606.ENSP00000219905","MGA","140731"
"9606.ENSP00000221347","FCGBP","100310846"
"9606.ENSP00000221399","TULP2","342850"
"9606.ENSP00000221403","DHDH","100131244"
"9606.ENSP00000219919","AQP9","441869"
"9606.ENSP00000220003","CSK","100287718"
"9606.ENSP00000220058","MTFMT","56311"
"9606.ENSP00000220062","RASL12","122416"
"9606.ENSP00000220166","CTSH","23294"
"9606.ENSP00000220244","KIAA1199","56899"
"9606.ENSP00000220325","EHD4","124401"
"9606.ENSP00000220420","TGM5","257629"
"9606.ENSP00000220429","GABPB1","203286"
"9606.ENSP00000220478","SCG3","389161"
"9606.ENSP00000220496","DNAJC17","55139"
"9606.ENSP00000220507","RHOV","54443"
"9606.ENSP00000220509","VPS18","55107"
"9606.ENSP00000220514","OIP5","55129"
"9606.ENSP00000220531","BLOC1S6","57101"
"9606.ENSP00000339532","THUMPD3","63982"
"9606.ENSP00000220592","EIF2C2","121601"
"9606.ENSP00000220597","PAG1","203859"
"9606.ENSP00000220616","TG","196527"
"9606.ENSP00000220659","BRF2","50636"
"9606.ENSP00000220669","ZFAND1","57719"
"9606.ENSP00000220676","RP1","338440"
"9606.ENSP00000220751","RIPK2","8125"
"9606.ENSP00000220763","CPQ","10541"
"9606.ENSP00000220764","DECR1","23519"
"9606.ENSP00000221418","ECH1","81611"
"9606.ENSP00000220772","SFRP1","290"
"9606.ENSP00000220809","PLAT","84168"
"9606.ENSP00000220812","DKK4","118429"
"9606.ENSP00000220822","GDAP1","195977"
"9606.ENSP00000220849","EIF3E","301"
"9606.ENSP00000220853","EMC2","11199"
"9606.ENSP00000220913","CHRAC1","311"
"9606.ENSP00000220931","NCALD","312"
"9606.ENSP00000220940","GML","302"
"9606.ENSP00000220966","PYCRL","389289"
"9606.ENSP00000221086","MTMR9","306"
"9606.ENSP00000221114","DCTN6","307"
"9606.ENSP00000221130","GSR","308"
"9606.ENSP00000229769","FANCE","309"
"9606.ENSP00000221132","TNFRSF10A","310"
"9606.ENSP00000221138","PPP2CB","653145"
"9606.ENSP00000221166","NEFM","728113"
"9606.ENSP00000221167","TUSC3",NA
"9606.ENSP00000221200","KCTD9","8416"
"9606.ENSP00000221204","FGL1","313"
"9606.ENSP00000221232","CNOT3","314"
"9606.ENSP00000221233","EXOSC5","8639"
"9606.ENSP00000221265","PAF1","316"
"9606.ENSP00000221283","STXBP2","55435"
"9606.ENSP00000221307","CYP4F3","162"
"9606.ENSP00000221315","ZNF432","164"
"9606.ENSP00000241436","POLK","8906"
"9606.ENSP00000221419","HNRNPL","8907"
"9606.ENSP00000221421","LHB","10053"
"9606.ENSP00000221444","KCNA7","1174"
"9606.ENSP00000221452","RELB","8905"
"9606.ENSP00000221455","CLASRP","130340"
"9606.ENSP00000221459","LIN7B","160"
"9606.ENSP00000221462","PPP1R37","161"
"9606.ENSP00000221466","FCGRT","163"
"9606.ENSP00000221476","CKM","1173"
"9606.ENSP00000221480","PEX11G","1175"
"9606.ENSP00000221485","SLC17A7","8546"
"9606.ENSP00000221486","RNASEH2A","8120"
"9606.ENSP00000221494","SF3A2","8943"
"9606.ENSP00000221496","AMH","26985"
"9606.ENSP00000221498","DKKL1","10947"
"9606.ENSP00000221515","RETN","1176"
"9606.ENSP00000221538","RSPH6A","10239"
"9606.ENSP00000221543","TBC1D17","10717"
"9606.ENSP00000221554","CCDC130","23431"
"9606.ENSP00000221561","AES","9179"
"9606.ENSP00000221566","SGTA","11154"
"9606.ENSP00000221573","SNAPC2","91056"
"9606.ENSP00000221665","FIZ1","55745"
"9606.ENSP00000221671","C19orf44","55317"
"9606.ENSP00000222002","SULT2A1","9907"
"9606.ENSP00000221700","CYP4F2","317"
"9606.ENSP00000221722","ZIM2","320"
"9606.ENSP00000221730","EPHX3","321"
"9606.ENSP00000221740","CASP14","9546"
"9606.ENSP00000221742","SLC1A6","322"
"9606.ENSP00000221797","LGALS13","54518"
"9606.ENSP00000221801","FBL","323"
"9606.ENSP00000221804","CLC","10307"
"9606.ENSP00000221847","EBI3","324"
"9606.ENSP00000221855","TBCB","10297"
"9606.ENSP00000221856","FSD1","147495"
"9606.ENSP00000221996","CRX","164284"
"9606.ENSP00000260210","BUD13","325"
"9606.ENSP00000221859","POLR2I","327"
"9606.ENSP00000221891","APLP1","328"
"9606.ENSP00000221922","CCDC9","27301"
"9606.ENSP00000221930","TGFB1","51107"
"9606.ENSP00000221954","CEACAM4","83464"
"9606.ENSP00000221957","PLIN3","8539"
"9606.ENSP00000221972","CD79A","51074"
"9606.ENSP00000221973","LIM2",NA
"9606.ENSP00000221978","NKG7","200558"
"9606.ENSP00000221980","ICAM5","8862"
"9606.ENSP00000221992","CEACAM5","187"
"9606.ENSP00000242209","FKBP9","333"
"9606.ENSP00000222008","RABAC1","334"
"9606.ENSP00000222032","CNFN","57136"
"9606.ENSP00000222033","ZNRF4","335"
"9606.ENSP00000222115","HAS1",NA
"9606.ENSP00000222120","RAB3D","336"
"9606.ENSP00000222122","DBP","337"
"9606.ENSP00000222125","CAPS","116519"
"9606.ENSP00000222139","EPOR","338"
"9606.ENSP00000222145","RASIP1","339"
"9606.ENSP00000222157","FGF21","10930"
"9606.ENSP00000222212","CACNG7","200315"
"9606.ENSP00000230053","B3GAT2","9582"
"9606.ENSP00000222214","GCDH","27350"
"9606.ENSP00000222219","DNASE2","140564"
"9606.ENSP00000222224","LENG1","200316"
"9606.ENSP00000222247","RPL18A","60489"
"9606.ENSP00000222248","SLC5A5","164668"
"9606.ENSP00000222250","ARRDC2","403314"
"9606.ENSP00000222254","PIK3R2","55911"
"9606.ENSP00000222256","RAB3A","341"
"9606.ENSP00000222266","PSENEN","344"
"9606.ENSP00000222270","MLL4","345"
"9606.ENSP00000222271","COMP","346"
"9606.ENSP00000231198","THG1L","347"
"9606.ENSP00000222275","UPK1A","348"
"9606.ENSP00000222284","TMEM147","319"
"9606.ENSP00000222286","GAPDHS","350"
"9606.ENSP00000222304","HAMP","8542"
"9606.ENSP00000222305","USF2","23780"
"9606.ENSP00000222307","KXD1","80833"
"9606.ENSP00000222308","FKBP8","80832"
"9606.ENSP00000222329","ERF","80831"
"9606.ENSP00000222330","GSK3A","80830"
"9606.ENSP00000222345","SIPA1L3","81575"
"9606.ENSP00000222374","CADM4","55937"
"9606.ENSP00000222574","HBP1","79135"
"9606.ENSP00000222381","PON1","139322"
"9606.ENSP00000222382","CYP3A43","84334"
"9606.ENSP00000222388","ABCF2","351"
"9606.ENSP00000222390","HGF","10513"
"9606.ENSP00000222399","LAMB1","26060"
"9606.ENSP00000222402","UBE2D4","55198"
"9606.ENSP00000222462","WNT16","353"
"9606.ENSP00000222481","CPA2","54840"
"9606.ENSP00000222482","CPA4","358"
"9606.ENSP00000222511","GTPBP10","89872"
"9606.ENSP00000222543","TFPI2","282679"
"9606.ENSP00000222547","BET1","375318"
"9606.ENSP00000222553","NAMPT","653437"
"9606.ENSP00000222567","TWISTNB","359"
"9606.ENSP00000222572","PON2","360"
"9606.ENSP00000222573","ITGB8","361"
"9606.ENSP00000222598","DLX5","362"
"9606.ENSP00000222644","MPP6","363"
"9606.ENSP00000222673","OGDH","364"
"9606.ENSP00000222674","NPVF","343"
"9606.ENSP00000222693","CAV2","366"
"9606.ENSP00000222718","HOXA2",NA
"9606.ENSP00000222725","LFNG","9716"
"9606.ENSP00000222726","HOXA5","367"
"9606.ENSP00000222728","HOXA6","369"
"9606.ENSP00000242210","NT5C3","116985"
"9606.ENSP00000222747","TSPAN12","116984"
"9606.ENSP00000222753","HOXA13","64411"
"9606.ENSP00000222792","CHN2","23237"
"9606.ENSP00000222800","ABHD11","372"
"9606.ENSP00000222803","FKBP14","374"
"9606.ENSP00000222812","STX1A",NA
"9606.ENSP00000222823","NOD1","375"
"9606.ENSP00000222902","CCL24","377"
"9606.ENSP00000222968","PDAP1","378"
"9606.ENSP00000222969","BUD31","381"
"9606.ENSP00000222982","CYP3A5","382"
"9606.ENSP00000222990","SNX8","55738"
"9606.ENSP00000223023","WASL","84364"
"9606.ENSP00000264779","GPBP1","26286"
"9606.ENSP00000223026","HYAL4","10565"
"9606.ENSP00000223029","AIMP2","10564"
"9606.ENSP00000223051","TFR2","27236"
"9606.ENSP00000223054","MOSPD3","23647"
"9606.ENSP00000223061","PCOLCE","10139"
"9606.ENSP00000223073","RBM28","383"
"9606.ENSP00000223095","SERPINE1","384"
"9606.ENSP00000223114","MOGAT3","503582"
"9606.ENSP00000223122","C1GALT1","55082"
"9606.ENSP00000223127","PLOD3","392"
"9606.ENSP00000223129","RPA3","79658"
"9606.ENSP00000268704","SPG7","9824"
"9606.ENSP00000223136","FIS1","89839"
"9606.ENSP00000223145","GLCCI1","94134"
"9606.ENSP00000223167","MYL10","55843"
"9606.ENSP00000223190","NRF1","55114"
"9606.ENSP00000223208","CEP41","93663"
"9606.ENSP00000223210","ZNF862","84986"
"9606.ENSP00000223215","MEST","57569"
"9606.ENSP00000223271","RARRES2","57584"
"9606.ENSP00000223273","YAE1D1","58504"
"9606.ENSP00000223293","GIMAP2","57636"
"9606.ENSP00000223321","PSMA2","83478"
"9606.ENSP00000223324","MRPL32","9938"
"9606.ENSP00000223336","COA1","23092"
"9606.ENSP00000223357","AEBP1","201176"
"9606.ENSP00000223364","MYL7","79822"
"9606.ENSP00000223366","GCK","9411"
"9606.ENSP00000223369","YKT6","257106"
"9606.ENSP00000223398","CLIP2","57514"
"9606.ENSP00000223428","ZNF510","9743"
"9606.ENSP00000223459","ZNF688","115703"
"9606.ENSP00000223500","CHMP5","2909"
"9606.ENSP00000223528","FKTN","158763"
"9606.ENSP00000223641","SEC61B","80728"
"9606.ENSP00000223642","C5","393"
"9606.ENSP00000223795","TNFSF8","343578"
"9606.ENSP00000223862","RLN1","143872"
"9606.ENSP00000223864","PLGRKT","9912"
"9606.ENSP00000225396","TADA2A","394"
"9606.ENSP00000224073","EDF1","395"
"9606.ENSP00000224140","SETX","23779"
"9606.ENSP00000224181","C8G","64333"
"9606.ENSP00000224237","VIM","396"
"9606.ENSP00000224337","BLNK","397"
"9606.ENSP00000224356","CYP26A1","398"
"9606.ENSP00000224600","RBP3","9138"
"9606.ENSP00000224605","GDF10","9639"
"9606.ENSP00000224652","ATE1","55160"
"9606.ENSP00000224756","FAM190B","9826"
"9606.ENSP00000224764","BMPR1A","23365"
"9606.ENSP00000224784","ACTA2","22899"
"9606.ENSP00000224807","SFXN3","27237"
"9606.ENSP00000224862","FBXL15","9828"
"9606.ENSP00000225969","MRPL27","23370"
"9606.ENSP00000231498","NUP155","128272"
"9606.ENSP00000224950","OBFC1","9181"
"9606.ENSP00000225171","DNAJC12","115557"
"9606.ENSP00000225174","PPIF","26084"
"9606.ENSP00000225235","TBC1D12","64283"
"9606.ENSP00000225245","CCL3","50650"
"9606.ENSP00000225275","MPO","100271715"
"9606.ENSP00000225276","ST6GALNAC2","445328"
"9606.ENSP00000225296","DHX33","389337"
"9606.ENSP00000225298","UTP18","54848"
"9606.ENSP00000225328","P2RX5","84904"
"9606.ENSP00000225371","EPX","50649"
"9606.ENSP00000225387","CRYBA1","55701"
"9606.ENSP00000225388","NUFIP2","7984"
"9606.ENSP00000225402","AATF","9459"
"9606.ENSP00000225410","ZNHIT3","8874"
"9606.ENSP00000225426","PSMB3","23229"
"9606.ENSP00000225428","CWC25","8289"
"9606.ENSP00000225430","RPL19","57492"
"9606.ENSP00000225474","CSF3","196528"
"9606.ENSP00000225504","SUPT4H1","1820"
"9606.ENSP00000225512","WNT3","10620"
"9606.ENSP00000225519","SHPK","138715"
"9606.ENSP00000225525","TAX1BP3","5926"
"9606.ENSP00000225972","LRRC59","51742"
"9606.ENSP00000232508","CYB561D2","10865"
"9606.ENSP00000225538","P2RX1","84159"
"9606.ENSP00000225550","KRT37","25820"
"9606.ENSP00000225567","GOSR2","10425"
"9606.ENSP00000225573","PNPO","646450"
"9606.ENSP00000225576","FAM18B2","400"
"9606.ENSP00000225577","RPS6KB1","285598"
"9606.ENSP00000225603","CBX1","115761"
"9606.ENSP00000225609","PIGL","392509"
"9606.ENSP00000225614","GALK1","200894"
"9606.ENSP00000225648","HOXB6","80117"
"9606.ENSP00000225655","PFN1","120534"
"9606.ENSP00000225665","SLC25A11","644100"
"9606.ENSP00000225688","RASD1","54622"
"9606.ENSP00000225698","C1QBP","339231"
"9606.ENSP00000225719","CPD","51326"
"9606.ENSP00000225724","GOSR1","100506084"
"9606.ENSP00000225726","CCDC47","402"
"9606.ENSP00000225728","MED31","23568"
"9606.ENSP00000225729","DRG2","403"
"9606.ENSP00000225737","AKAP10","10124"
"9606.ENSP00000225740","ALDH3A1","10123"
"9606.ENSP00000225777","SYNGR2","379"
"9606.ENSP00000227451","DTX4","26225"
"9606.ENSP00000347211","PRAMEF6","221079"
"9606.ENSP00000225792","DDX5","390790"
"9606.ENSP00000225805","C17orf75","84100"
"9606.ENSP00000225823","ASIC2","23204"
"9606.ENSP00000225831","CCL2","51329"
"9606.ENSP00000225842","CCL1","10550"
"9606.ENSP00000225844","CCL13","151188"
"9606.ENSP00000225873","PEX12","127829"
"9606.ENSP00000225893","HNF1B","55207"
"9606.ENSP00000225899","KRT32","132946"
"9606.ENSP00000225916","KAT2A","55156"
"9606.ENSP00000225927","NAGLU","83787"
"9606.ENSP00000225941","ABI3","221481"
"9606.ENSP00000225964","COL1A1","84071"
"9606.ENSP00000225983","HDAC5","219681"
"9606.ENSP00000225992","PPY","55130"
"9606.ENSP00000226004","DUSP3","79798"
"9606.ENSP00000226021","CACNG1","93436"
"9606.ENSP00000226067","HLF","79637"
"9606.ENSP00000226091","EFNB3","25852"
"9606.ENSP00000226105","RANGRF","80210"
"9606.ENSP00000226193","RCVRN","51309"
"9606.ENSP00000226207","MYH1","9823"
"9606.ENSP00000226209","MYH3","51566"
"9606.ENSP00000226218","VTN","100131755"
"9606.ENSP00000228740","LTA4H","64860"
"9606.ENSP00000232519","C3orf14","54470"
"9606.ENSP00000226225","TNFAIP1","387715"
"9606.ENSP00000226230","TMEM97","405"
"9606.ENSP00000226247","FOXN1","9915"
"9606.ENSP00000226253","ALDOC","406"
"9606.ENSP00000226279","CD38","56938"
"9606.ENSP00000226284","IBSP","10552"
"9606.ENSP00000226299","LAP3","10095"
"9606.ENSP00000226317","CXCL6","10109"
"9606.ENSP00000226319","PHF17","10094"
"9606.ENSP00000226355","AFM","10093"
"9606.ENSP00000226382","PHOX2B","10092"
"9606.ENSP00000226413","GNRHR","81873"
"9606.ENSP00000226432","CWH43","10776"
"9606.ENSP00000234310","PPP3R1","10777"
"9606.ENSP00000226444","SULT1E1","407"
"9606.ENSP00000226460","SMR3A","408"
"9606.ENSP00000226524","PF4V1","409"
"9606.ENSP00000226574","NFKB1","92714"
"9606.ENSP00000226578","MANBA","27106"
"9606.ENSP00000226730","IL2","57561"
"9606.ENSP00000226760","WFS1","91947"
"9606.ENSP00000226796","GAR1","645432"
"9606.ENSP00000226798","FRG1","410"
"9606.ENSP00000228741","ELK3","411"
"9606.ENSP00000228799","ITFG2","414"
"9606.ENSP00000226840","AADAT","415"
"9606.ENSP00000226951","CLNK","416"
"9606.ENSP00000227065","FAM149A","22901"
"9606.ENSP00000227135","SPA17","347527"
"9606.ENSP00000227155","CD82","340075"
"9606.ENSP00000227163","SPI1","79642"
"9606.ENSP00000227251","CRYAB","153642"
"9606.ENSP00000227256","DBX1","417"
"9606.ENSP00000227266","CTSC","419"
"9606.ENSP00000227322","ZNF259","420"
"9606.ENSP00000227348","CRTAM","116969"
"9606.ENSP00000227349","C11orf63","9048"
"9606.ENSP00000227378","HSPA8","64801"
"9606.ENSP00000228811","PRR4","421"
"9606.ENSP00000228820","PARP11","170302"
"9606.ENSP00000234313","PLEK","57412"
"9606.ENSP00000234347","PRTN3","427"
"9606.ENSP00000227471","UNC93B1","56624"
"9606.ENSP00000227474","PUS3","653308"
"9606.ENSP00000227495","ST3GAL4",NA
"9606.ENSP00000227507","CCND1","50807"
"9606.ENSP00000227520","CCDC86","8853"
"9606.ENSP00000227524","PRPF19","55616"
"9606.ENSP00000227525","TMEM109","51665"
"9606.ENSP00000227618","ANAPC15","136371"
"9606.ENSP00000227638","PANX1","140456"
"9606.ENSP00000228945","ARHGDIB","142689"
"9606.ENSP00000227665","APOA5","79754"
"9606.ENSP00000227667","APOC3","142686"
"9606.ENSP00000227752","IL10RA","142685"
"9606.ENSP00000227756","GALNTL4","92591"
"9606.ENSP00000227758","BIRC2","339201"
"9606.ENSP00000227868","PDHX","127247"
"9606.ENSP00000227880","SLC15A3","401036"
"9606.ENSP00000227918","SCGB2A2","51676"
"9606.ENSP00000228027","DGAT2","51130"
"9606.ENSP00000228136","C11orf58","51666"
"9606.ENSP00000228251","CSDA","140458"
"9606.ENSP00000274569","PCYOX1L","140459"
"9606.ENSP00000228280","KITLG","140460"
"9606.ENSP00000228284","SART3","140461"
"9606.ENSP00000228289","ZNF268","140462"
"9606.ENSP00000228307","PXN","51008"
"9606.ENSP00000228318","SLC25A3","84164"
"9606.ENSP00000228347","POLR3B","10973"
"9606.ENSP00000228434","CD69","429"
"9606.ENSP00000228437","PRDM4","430"
"9606.ENSP00000228438","CLEC2B","56676"
"9606.ENSP00000228463","SELPLG","121549"
"9606.ENSP00000228468","ASIC1","647219"
"9606.ENSP00000228476","DAO","25842"
"9606.ENSP00000228495","KCTD10","55723"
"9606.ENSP00000228506","MLEC","432"
"9606.ENSP00000228510","MVK","433"
"9606.ENSP00000228515","CSRNP2","55870"
"9606.ENSP00000228534","IL23A","9070"
"9606.ENSP00000228567","SYT10","41"
"9606.ENSP00000228606","CYP27B1","40"
"9606.ENSP00000228641","MYF6","9311"
"9606.ENSP00000228644","MYF5","55515"
"9606.ENSP00000228682","GLI1","51802"
"9606.ENSP00000228705","PPM1H","434"
"9606.ENSP00000228825","ARPC3","435"
"9606.ENSP00000228837","FGF6","438"
"9606.ENSP00000228841","MYL2","8623"
"9606.ENSP00000228843","RAD51AP1","439"
"9606.ENSP00000228850","AKAP3","440"
"9606.ENSP00000228862","DUSP16","54529"
"9606.ENSP00000228865","CREBL2","443"
"9606.ENSP00000228872","CDKN1B","554235"
"9606.ENSP00000228887","GPRC5D","374569"
"9606.ENSP00000228918","LTBR","444"
"9606.ENSP00000228928","OAS3","253982"
"9606.ENSP00000228936","ART4","57168"
"9606.ENSP00000228938","MGP","259266"
"9606.ENSP00000274605","N4BP3","54829"
"9606.ENSP00000229030","FZD10","151516"
"9606.ENSP00000229134","IL26","79058"
"9606.ENSP00000229135","IFNG","80150"
"9606.ENSP00000229179","NUP107","445"
"9606.ENSP00000229195","CNOT2","28990"
"9606.ENSP00000229214","KRR1","431705"
"9606.ENSP00000229238","MRPL51","460"
"9606.ENSP00000229239","GAPDH","23245"
"9606.ENSP00000229243","ACRBP",NA
"9606.ENSP00000233616","MOGS","171023"
"9606.ENSP00000229251","COPS7A","55252"
"9606.ENSP00000229264","GNB3","80816"
"9606.ENSP00000229266","CHPT1","136991"
"9606.ENSP00000229268","USP5","84896"
"9606.ENSP00000229270","TPI1","29028"
"9606.ENSP00000229277","ENO2","54454"
"9606.ENSP00000229281","C12orf57","55210"
"9606.ENSP00000229304","APOBEC1","83858"
"9606.ENSP00000229307","NANOG","219293"
"9606.ENSP00000229314","GOLT1B","79915"
"9606.ENSP00000229319","LDHB","79969"
"9606.ENSP00000233623","TTC31","85300"
"9606.ENSP00000269586","ARL5C","11101"
"9606.ENSP00000229328","PRKAB1","466"
"9606.ENSP00000229329","CMAS","1386"
"9606.ENSP00000229330","HCFC2","467"
"9606.ENSP00000229332","CLEC4A","468"
"9606.ENSP00000229335","AICDA","22809"
"9606.ENSP00000229340","RAB35","22926"
"9606.ENSP00000229379","COX6A1","1388"
"9606.ENSP00000229390","SRSF9","11016"
"9606.ENSP00000229395","FGFR1OP2","55729"
"9606.ENSP00000230056","GMNN","80063"
"9606.ENSP00000230085","SNX3","83734"
"9606.ENSP00000230099","TRIM38","9140"
"9606.ENSP00000229402","KLRB1","9776"
"9606.ENSP00000229416","GCLC","22863"
"9606.ENSP00000229447","IYD","55054"
"9606.ENSP00000229554","RSPH4A","89849"
"9606.ENSP00000229563","TMEM14C","23130"
"9606.ENSP00000229570","C6orf162","55102"
"9606.ENSP00000229583","ADTRP","64422"
"9606.ENSP00000229595","ASF1A","115201"
"9606.ENSP00000229633","HINT3","23192"
"9606.ENSP00000229708","ULBP1","84938"
"9606.ENSP00000229729","SLC44A4","84971"
"9606.ENSP00000229758","FBXO5","9474"
"9606.ENSP00000230122","ZBTB24","10533"
